r3.xlarge,4
m3.xlarge,4
c3.xlarge,4
r4.xlarge,4
m5d.xlarge,4
c4.xlarge,4
m4.xlarge,4
c5d.xlarge,4
t2.xlarge,4
m5.xlarge,4
c5.xlarge,4
c3.2xlarge,8
t2.2xlarge,8
m3.2xlarge,8
c4.2xlarge,8
m4.2xlarge,8
