r4.xlarge,4
r3.xlarge,4
m3.xlarge,4
t2.xlarge,4
c3.large,2
t2.medium,2
t2.large,2
m3.large,2
c4.large,2
r3.large,2
m4.large,2
r4.large,2
c5.large,2
m5.large,2
m3.medium,1
t2.small,1
